date,admin1,admin2,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#loc+market+code,#geo+lat,#geo+lon,#item+type,#item+name,#item+code,#item+unit,#item+price+flag,#item+price+type,#currency+code,#value,#value+usd
2005-05-15,Distrito Federal,Cuauhtemoc,Mexico City,2627,19.41,-99.13,cereals and tubers,"Rice (long grain, Sinaloa)",591,KG,actual,Wholesale,MXN,5.1,0.46
2005-05-15,Distrito Federal,Cuauhtemoc,Mexico City,2627,19.41,-99.13,cereals and tubers,"Rice (small grain, Morelos)",596,KG,actual,Wholesale,MXN,14.25,1.29
2005-05-15,Distrito Federal,Cuauhtemoc,Mexico City,2627,19.41,-99.13,pulses and nuts,"Beans (black, Veracruz)",565,KG,actual,Wholesale,MXN,7.42,0.67
2005-05-15,Distrito Federal,Cuauhtemoc,Mexico City,2627,19.41,-99.13,pulses and nuts,"Beans (black, Zacatecas)",566,KG,actual,Wholesale,MXN,6,0.54
2005-05-15,Distrito Federal,Cuauhtemoc,Mexico City,2627,19.41,-99.13,pulses and nuts,"Beans (black, imported)",567,KG,actual,Wholesale,MXN,10.4,0.94
2005-05-15,Jalisco,Guadalajara,Guadalajara,2628,20.68,-103.35,cereals and tubers,Maize (white),67,KG,actual,Wholesale,MXN,1.92,0.17
2005-05-15,Jalisco,Guadalajara,Guadalajara,2628,20.68,-103.35,cereals and tubers,"Rice (long grain, Sinaloa)",591,KG,actual,Wholesale,MXN,5.25,0.48
2005-05-15,Puebla,San Andres Cholula,Puebla,2626,19.01,-98.2,cereals and tubers,"Rice (small grain, Morelos)",596,KG,actual,Wholesale,MXN,14,1.27
2005-05-15,Puebla,San Andres Cholula,Puebla,2626,19.01,-98.2,pulses and nuts,"Beans (black, Veracruz)",565,KG,actual,Wholesale,MXN,7.88,0.72
2005-05-15,Puebla,San Andres Cholula,Puebla,2626,19.01,-98.2,pulses and nuts,"Beans (black, imported)",567,KG,actual,Wholesale,MXN,10,0.91
2005-05-15,Sinaloa,Culiacan,Culiacán,2629,24.8,-107.39,cereals and tubers,Maize (white),67,KG,actual,Wholesale,MXN,3,0.27
2005-05-15,Veracruz,Xico,Xalapa,2625,19.54,-96.93,cereals and tubers,Maize (white),67,KG,actual,Wholesale,MXN,2.1,0.19
2005-05-15,Veracruz,Xico,Xalapa,2625,19.54,-96.93,pulses and nuts,"Beans (black, imported)",567,KG,actual,Wholesale,MXN,9.38,0.85
2005-06-15,Distrito Federal,Cuauhtemoc,Mexico City,2627,19.41,-99.13,cereals and tubers,"Rice (small grain, Morelos)",596,KG,actual,Wholesale,MXN,14,1.3
2005-06-15,Distrito Federal,Cuauhtemoc,Mexico City,2627,19.41,-99.13,pulses and nuts,"Beans (black, Zacatecas)",566,KG,actual,Wholesale,MXN,6,0.56
2005-06-15,Distrito Federal,Cuauhtemoc,Mexico City,2627,19.41,-99.13,pulses and nuts,"Beans (black, imported)",567,KG,actual,Wholesale,MXN,10.16,0.94
2005-06-15,Jalisco,Guadalajara,Guadalajara,2628,20.68,-103.35,cereals and tubers,Maize (white),67,KG,actual,Wholesale,MXN,1.9,0.18
2005-06-15,Jalisco,Guadalajara,Guadalajara,2628,20.68,-103.35,cereals and tubers,"Rice (long grain, Sinaloa)",591,KG,actual,Wholesale,MXN,4.8,0.44
2005-06-15,Puebla,San Andres Cholula,Puebla,2626,19.01,-98.2,cereals and tubers,Maize (white),67,KG,actual,Wholesale,MXN,2,0.19
2005-06-15,Puebla,San Andres Cholula,Puebla,2626,19.01,-98.2,cereals and tubers,"Rice (small grain, Morelos)",596,KG,actual,Wholesale,MXN,14,1.3
2005-06-15,Puebla,San Andres Cholula,Puebla,2626,19.01,-98.2,pulses and nuts,"Beans (black, Veracruz)",565,KG,actual,Wholesale,MXN,7.7,0.71
2005-06-15,Puebla,San Andres Cholula,Puebla,2626,19.01,-98.2,pulses and nuts,"Beans (black, imported)",567,KG,actual,Wholesale,MXN,9.7,0.9
2005-06-15,Sinaloa,Culiacan,Culiacán,2629,24.8,-107.39,cereals and tubers,Maize (white),67,KG,actual,Wholesale,MXN,3,0.28
2005-06-15,Veracruz,Xico,Xalapa,2625,19.54,-96.93,cereals and tubers,Maize (white),67,KG,actual,Wholesale,MXN,2.1,0.19
2005-06-15,Veracruz,Xico,Xalapa,2625,19.54,-96.93,pulses and nuts,"Beans (black, imported)",567,KG,actual,Wholesale,MXN,9.38,0.87
2005-07-15,Distrito Federal,Cuauhtemoc,Mexico City,2627,19.41,-99.13,cereals and tubers,Maize (white),67,KG,actual,Wholesale,MXN,2.22,0.21
2005-07-15,Distrito Federal,Cuauhtemoc,Mexico City,2627,19.41,-99.13,cereals and tubers,"Rice (long grain, Sinaloa)",591,KG,actual,Wholesale,MXN,5.1,0.48
2005-07-15,Distrito Federal,Cuauhtemoc,Mexico City,2627,19.41,-99.13,cereals and tubers,"Rice (small grain, Morelos)",596,KG,actual,Wholesale,MXN,14,1.32
2005-07-15,Distrito Federal,Cuauhtemoc,Mexico City,2627,19.41,-99.13,pulses and nuts,"Beans (black, Zacatecas)",566,KG,actual,Wholesale,MXN,6,0.57
2005-07-15,Distrito Federal,Cuauhtemoc,Mexico City,2627,19.41,-99.13,pulses and nuts,"Beans (black, imported)",567,KG,actual,Wholesale,MXN,9.95,0.94
2005-07-15,Jalisco,Guadalajara,Guadalajara,2628,20.68,-103.35,cereals and tubers,Maize (white),67,KG,actual,Wholesale,MXN,1.9,0.18
2005-07-15,Jalisco,Guadalajara,Guadalajara,2628,20.68,-103.35,cereals and tubers,"Rice (long grain, Sinaloa)",591,KG,actual,Wholesale,MXN,4.8,0.45
2005-07-15,Puebla,San Andres Cholula,Puebla,2626,19.01,-98.2,cereals and tubers,Maize (white),67,KG,actual,Wholesale,MXN,2.08,0.2
2005-07-15,Puebla,San Andres Cholula,Puebla,2626,19.01,-98.2,cereals and tubers,"Rice (small grain, Morelos)",596,KG,actual,Wholesale,MXN,14,1.32
2005-07-15,Puebla,San Andres Cholula,Puebla,2626,19.01,-98.2,pulses and nuts,"Beans (black, Veracruz)",565,KG,actual,Wholesale,MXN,7.5,0.71
2005-07-15,Puebla,San Andres Cholula,Puebla,2626,19.01,-98.2,pulses and nuts,"Beans (black, imported)",567,KG,actual,Wholesale,MXN,9.5,0.9
2005-07-15,Sinaloa,Culiacan,Culiacán,2629,24.8,-107.39,cereals and tubers,Maize (white),67,KG,actual,Wholesale,MXN,3,0.28
2005-07-15,Veracruz,Xico,Xalapa,2625,19.54,-96.93,cereals and tubers,Maize (white),67,KG,actual,Wholesale,MXN,2.1,0.2
2005-08-15,Distrito Federal,Cuauhtemoc,Mexico City,2627,19.41,-99.13,cereals and tubers,Maize (white),67,KG,actual,Wholesale,MXN,2.24,0.21
2005-08-15,Distrito Federal,Cuauhtemoc,Mexico City,2627,19.41,-99.13,cereals and tubers,"Rice (long grain, Sinaloa)",591,KG,actual,Wholesale,MXN,5.02,0.47
2005-08-15,Distrito Federal,Cuauhtemoc,Mexico City,2627,19.41,-99.13,pulses and nuts,"Beans (black, Zacatecas)",566,KG,actual,Wholesale,MXN,6.08,0.57
2005-08-15,Jalisco,Guadalajara,Guadalajara,2628,20.68,-103.35,cereals and tubers,Maize (white),67,KG,actual,Wholesale,MXN,1.9,0.18
2005-08-15,Jalisco,Guadalajara,Guadalajara,2628,20.68,-103.35,cereals and tubers,"Rice (long grain, Sinaloa)",591,KG,actual,Wholesale,MXN,4.8,0.45
2005-08-15,Puebla,San Andres Cholula,Puebla,2626,19.01,-98.2,cereals and tubers,Maize (white),67,KG,actual,Wholesale,MXN,2.12,0.2
2005-08-15,Puebla,San Andres Cholula,Puebla,2626,19.01,-98.2,cereals and tubers,"Rice (small grain, Morelos)",596,KG,actual,Wholesale,MXN,14,1.32
2005-08-15,Puebla,San Andres Cholula,Puebla,2626,19.01,-98.2,pulses and nuts,"Beans (black, Veracruz)",565,KG,actual,Wholesale,MXN,7.5,0.71
2005-08-15,Puebla,San Andres Cholula,Puebla,2626,19.01,-98.2,pulses and nuts,"Beans (black, imported)",567,KG,actual,Wholesale,MXN,9.5,0.9
2005-08-15,Sinaloa,Culiacan,Culiacán,2629,24.8,-107.39,cereals and tubers,Maize (white),67,KG,actual,Wholesale,MXN,3,0.28
2005-08-15,Veracruz,Xico,Xalapa,2625,19.54,-96.93,cereals and tubers,Maize (white),67,KG,actual,Wholesale,MXN,2.1,0.2
2005-08-15,Veracruz,Xico,Xalapa,2625,19.54,-96.93,pulses and nuts,"Beans (black, imported)",567,KG,actual,Wholesale,MXN,9.52,0.9
2005-09-15,Distrito Federal,Cuauhtemoc,Mexico City,2627,19.41,-99.13,cereals and tubers,Maize (white),67,KG,actual,Wholesale,MXN,2.22,0.21
2005-09-15,Distrito Federal,Cuauhtemoc,Mexico City,2627,19.41,-99.13,cereals and tubers,"Rice (long grain, Sinaloa)",591,KG,actual,Wholesale,MXN,5,0.46
2005-09-15,Distrito Federal,Cuauhtemoc,Mexico City,2627,19.41,-99.13,cereals and tubers,"Rice (small grain, Morelos)",596,KG,actual,Wholesale,MXN,14,1.3
2005-09-15,Distrito Federal,Cuauhtemoc,Mexico City,2627,19.41,-99.13,pulses and nuts,"Beans (black, imported)",567,KG,actual,Wholesale,MXN,9.75,0.9
2005-09-15,Jalisco,Guadalajara,Guadalajara,2628,20.68,-103.35,cereals and tubers,Maize (white),67,KG,actual,Wholesale,MXN,1.8,0.17
2005-09-15,Jalisco,Guadalajara,Guadalajara,2628,20.68,-103.35,cereals and tubers,"Rice (long grain, Sinaloa)",591,KG,actual,Wholesale,MXN,4.86,0.45
2005-09-15,Puebla,San Andres Cholula,Puebla,2626,19.01,-98.2,cereals and tubers,Maize (white),67,KG,actual,Wholesale,MXN,2.2,0.2
2005-09-15,Puebla,San Andres Cholula,Puebla,2626,19.01,-98.2,cereals and tubers,"Rice (small grain, Morelos)",596,KG,actual,Wholesale,MXN,14,1.3
2005-09-15,Puebla,San Andres Cholula,Puebla,2626,19.01,-98.2,pulses and nuts,"Beans (black, Veracruz)",565,KG,actual,Wholesale,MXN,7.75,0.72
2005-09-15,Puebla,San Andres Cholula,Puebla,2626,19.01,-98.2,pulses and nuts,"Beans (black, imported)",567,KG,actual,Wholesale,MXN,9.5,0.88
2005-09-15,Sinaloa,Culiacan,Culiacán,2629,24.8,-107.39,cereals and tubers,Maize (white),67,KG,actual,Wholesale,MXN,3,0.28
2005-09-15,Veracruz,Xico,Xalapa,2625,19.54,-96.93,cereals and tubers,Maize (white),67,KG,actual,Wholesale,MXN,2.1,0.19
2005-09-15,Veracruz,Xico,Xalapa,2625,19.54,-96.93,pulses and nuts,"Beans (black, imported)",567,KG,actual,Wholesale,MXN,9.5,0.88
2005-10-15,Distrito Federal,Cuauhtemoc,Mexico City,2627,19.41,-99.13,cereals and tubers,Maize (white),67,KG,actual,Wholesale,MXN,2.2,0.2
2005-10-15,Distrito Federal,Cuauhtemoc,Mexico City,2627,19.41,-99.13,cereals and tubers,"Rice (long grain, Sinaloa)",591,KG,actual,Wholesale,MXN,5,0.46
2005-10-15,Distrito Federal,Cuauhtemoc,Mexico City,2627,19.41,-99.13,pulses and nuts,"Beans (black, Veracruz)",565,KG,actual,Wholesale,MXN,7.88,0.72
2005-10-15,Distrito Federal,Cuauhtemoc,Mexico City,2627,19.41,-99.13,pulses and nuts,"Beans (black, Zacatecas)",566,KG,actual,Wholesale,MXN,6.2,0.57
2005-10-15,Distrito Federal,Cuauhtemoc,Mexico City,2627,19.41,-99.13,pulses and nuts,"Beans (black, imported)",567,KG,actual,Wholesale,MXN,9.6,0.88
2005-10-15,Jalisco,Guadalajara,Guadalajara,2628,20.68,-103.35,cereals and tubers,Maize (white),67,KG,actual,Wholesale,MXN,1.85,0.17
2005-10-15,Jalisco,Guadalajara,Guadalajara,2628,20.68,-103.35,cereals and tubers,"Rice (long grain, Sinaloa)",591,KG,actual,Wholesale,MXN,4.9,0.45
2005-10-15,Puebla,San Andres Cholula,Puebla,2626,19.01,-98.2,cereals and tubers,Maize (white),67,KG,actual,Wholesale,MXN,2.18,0.2
2005-10-15,Puebla,San Andres Cholula,Puebla,2626,19.01,-98.2,cereals and tubers,"Rice (small grain, Morelos)",596,KG,actual,Wholesale,MXN,14,1.29
2005-10-15,Puebla,San Andres Cholula,Puebla,2626,19.01,-98.2,pulses and nuts,"Beans (black, Veracruz)",565,KG,actual,Wholesale,MXN,8.5,0.78
2005-10-15,Puebla,San Andres Cholula,Puebla,2626,19.01,-98.2,pulses and nuts,"Beans (black, imported)",567,KG,actual,Wholesale,MXN,9.5,0.87
2005-10-15,Sinaloa,Culiacan,Culiacán,2629,24.8,-107.39,cereals and tubers,Maize (white),67,KG,actual,Wholesale,MXN,3,0.28
2005-10-15,Veracruz,Xico,Xalapa,2625,19.54,-96.93,pulses and nuts,"Beans (black, imported)",567,KG,actual,Wholesale,MXN,9.2,0.85
2005-11-15,Distrito Federal,Cuauhtemoc,Mexico City,2627,19.41,-99.13,cereals and tubers,Maize (white),67,KG,actual,Wholesale,MXN,2.22,0.21
2005-11-15,Distrito Federal,Cuauhtemoc,Mexico City,2627,19.41,-99.13,cereals and tubers,"Rice (small grain, Morelos)",596,KG,actual,Wholesale,MXN,13.88,1.3
2005-11-15,Distrito Federal,Cuauhtemoc,Mexico City,2627,19.41,-99.13,pulses and nuts,"Beans (black, imported)",567,KG,actual,Wholesale,MXN,10.88,1.02
2005-11-15,Jalisco,Guadalajara,Guadalajara,2628,20.68,-103.35,cereals and tubers,Maize (white),67,KG,actual,Wholesale,MXN,1.98,0.19
2005-11-15,Jalisco,Guadalajara,Guadalajara,2628,20.68,-103.35,cereals and tubers,"Rice (long grain, Sinaloa)",591,KG,actual,Wholesale,MXN,4.75,0.45
2005-11-15,Puebla,San Andres Cholula,Puebla,2626,19.01,-98.2,cereals and tubers,Maize (white),67,KG,actual,Wholesale,MXN,2.34,0.22
2005-11-15,Puebla,San Andres Cholula,Puebla,2626,19.01,-98.2,cereals and tubers,"Rice (small grain, Morelos)",596,KG,actual,Wholesale,MXN,14.32,1.35
2005-11-15,Puebla,San Andres Cholula,Puebla,2626,19.01,-98.2,pulses and nuts,"Beans (black, Veracruz)",565,KG,actual,Wholesale,MXN,9.2,0.86
2005-11-15,Puebla,San Andres Cholula,Puebla,2626,19.01,-98.2,pulses and nuts,"Beans (black, imported)",567,KG,actual,Wholesale,MXN,10.2,0.96
2005-11-15,Sinaloa,Culiacan,Culiacán,2629,24.8,-107.39,cereals and tubers,Maize (white),67,KG,actual,Wholesale,MXN,3,0.28
2005-11-15,Veracruz,Xico,Xalapa,2625,19.54,-96.93,cereals and tubers,Maize (white),67,KG,actual,Wholesale,MXN,2.02,0.19
2005-11-15,Veracruz,Xico,Xalapa,2625,19.54,-96.93,pulses and nuts,"Beans (black, imported)",567,KG,actual,Wholesale,MXN,10.55,0.99
2005-12-15,Distrito Federal,Cuauhtemoc,Mexico City,2627,19.41,-99.13,cereals and tubers,Maize (white),67,KG,actual,Wholesale,MXN,2.2,0.21
2005-12-15,Distrito Federal,Cuauhtemoc,Mexico City,2627,19.41,-99.13,cereals and tubers,"Rice (long grain, Sinaloa)",591,KG,actual,Wholesale,MXN,5.2,0.48
2005-12-15,Distrito Federal,Cuauhtemoc,Mexico City,2627,19.41,-99.13,pulses and nuts,"Beans (black, Zacatecas)",566,KG,actual,Wholesale,MXN,7.2,0.67
2005-12-15,Distrito Federal,Cuauhtemoc,Mexico City,2627,19.41,-99.13,pulses and nuts,"Beans (black, imported)",567,KG,actual,Wholesale,MXN,11.45,1.07
2005-12-15,Jalisco,Guadalajara,Guadalajara,2628,20.68,-103.35,cereals and tubers,"Rice (long grain, Sinaloa)",591,KG,actual,Wholesale,MXN,4.75,0.44
2005-12-15,Puebla,San Andres Cholula,Puebla,2626,19.01,-98.2,cereals and tubers,Maize (white),67,KG,actual,Wholesale,MXN,2.45,0.23
2005-12-15,Puebla,San Andres Cholula,Puebla,2626,19.01,-98.2,cereals and tubers,"Rice (small grain, Morelos)",596,KG,actual,Wholesale,MXN,14.4,1.34
2005-12-15,Puebla,San Andres Cholula,Puebla,2626,19.01,-98.2,pulses and nuts,"Beans (black, Veracruz)",565,KG,actual,Wholesale,MXN,9.5,0.89
2005-12-15,Puebla,San Andres Cholula,Puebla,2626,19.01,-98.2,pulses and nuts,"Beans (black, imported)",567,KG,actual,Wholesale,MXN,11,1.03
2005-12-15,Sinaloa,Culiacan,Culiacán,2629,24.8,-107.39,cereals and tubers,Maize (white),67,KG,actual,Wholesale,MXN,3,0.28
2005-12-15,Veracruz,Xico,Xalapa,2625,19.54,-96.93,cereals and tubers,Maize (white),67,KG,actual,Wholesale,MXN,2.08,0.19
2005-12-15,Veracruz,Xico,Xalapa,2625,19.54,-96.93,pulses and nuts,"Beans (black, imported)",567,KG,actual,Wholesale,MXN,10.92,1.02
2006-01-15,Distrito Federal,Cuauhtemoc,Mexico City,2627,19.41,-99.13,cereals and tubers,Maize (white),67,KG,actual,Wholesale,MXN,2.25,0.21
2006-01-15,Distrito Federal,Cuauhtemoc,Mexico City,2627,19.41,-99.13,cereals and tubers,"Rice (long grain, Sinaloa)",591,KG,actual,Wholesale,MXN,5.2,0.49
2006-01-15,Distrito Federal,Cuauhtemoc,Mexico City,2627,19.41,-99.13,cereals and tubers,"Rice (small grain, Morelos)",596,KG,actual,Wholesale,MXN,13.5,1.28
2006-01-15,Distrito Federal,Cuauhtemoc,Mexico City,2627,19.41,-99.13,pulses and nuts,"Beans (black, Veracruz)",565,KG,actual,Wholesale,MXN,9,0.85
2006-01-15,Distrito Federal,Cuauhtemoc,Mexico City,2627,19.41,-99.13,pulses and nuts,"Beans (black, imported)",567,KG,actual,Wholesale,MXN,11,1.04
2006-01-15,Jalisco,Guadalajara,Guadalajara,2628,20.68,-103.35,cereals and tubers,Maize (white),67,KG,actual,Wholesale,MXN,2.1,0.2
2006-01-15,Jalisco,Guadalajara,Guadalajara,2628,20.68,-103.35,cereals and tubers,"Rice (long grain, Sinaloa)",591,KG,actual,Wholesale,MXN,4.8,0.46
2006-01-15,Puebla,San Andres Cholula,Puebla,2626,19.01,-98.2,cereals and tubers,Maize (white),67,KG,actual,Wholesale,MXN,2.28,0.22
2006-01-15,Puebla,San Andres Cholula,Puebla,2626,19.01,-98.2,cereals and tubers,"Rice (small grain, Morelos)",596,KG,actual,Wholesale,MXN,14.4,1.37
2006-01-15,Puebla,San Andres Cholula,Puebla,2626,19.01,-98.2,pulses and nuts,"Beans (black, Veracruz)",565,KG,actual,Wholesale,MXN,9.5,0.9
2006-01-15,Puebla,San Andres Cholula,Puebla,2626,19.01,-98.2,pulses and nuts,"Beans (black, imported)",567,KG,actual,Wholesale,MXN,11,1.04
2006-01-15,Sinaloa,Culiacan,Culiacán,2629,24.8,-107.39,cereals and tubers,Maize (white),67,KG,actual,Wholesale,MXN,3,0.28
2006-01-15,Veracruz,Xico,Xalapa,2625,19.54,-96.93,cereals and tubers,Maize (white),67,KG,actual,Wholesale,MXN,2,0.19
2006-01-15,Veracruz,Xico,Xalapa,2625,19.54,-96.93,pulses and nuts,"Beans (black, imported)",567,KG,actual,Wholesale,MXN,11,1.04
2006-02-15,Distrito Federal,Cuauhtemoc,Mexico City,2627,19.41,-99.13,cereals and tubers,Maize (white),67,KG,actual,Wholesale,MXN,2.22,0.21
2006-02-15,Distrito Federal,Cuauhtemoc,Mexico City,2627,19.41,-99.13,cereals and tubers,"Rice (long grain, Sinaloa)",591,KG,actual,Wholesale,MXN,5.2,0.49
2006-02-15,Distrito Federal,Cuauhtemoc,Mexico City,2627,19.41,-99.13,cereals and tubers,"Rice (small grain, Morelos)",596,KG,actual,Wholesale,MXN,13.5,1.28
2006-02-15,Distrito Federal,Cuauhtemoc,Mexico City,2627,19.41,-99.13,pulses and nuts,"Beans (black, Veracruz)",565,KG,actual,Wholesale,MXN,9,0.85
2006-02-15,Distrito Federal,Cuauhtemoc,Mexico City,2627,19.41,-99.13,pulses and nuts,"Beans (black, Zacatecas)",566,KG,actual,Wholesale,MXN,7.8,0.74
2006-02-15,Distrito Federal,Cuauhtemoc,Mexico City,2627,19.41,-99.13,pulses and nuts,"Beans (black, imported)",567,KG,actual,Wholesale,MXN,11,1.04
2006-02-15,Jalisco,Guadalajara,Guadalajara,2628,20.68,-103.35,cereals and tubers,Maize (white),67,KG,actual,Wholesale,MXN,2.1,0.2
2006-02-15,Jalisco,Guadalajara,Guadalajara,2628,20.68,-103.35,cereals and tubers,"Rice (long grain, Sinaloa)",591,KG,actual,Wholesale,MXN,4.9,0.46
2006-02-15,Puebla,San Andres Cholula,Puebla,2626,19.01,-98.2,cereals and tubers,Maize (white),67,KG,actual,Wholesale,MXN,2.2,0.21
2006-02-15,Puebla,San Andres Cholula,Puebla,2626,19.01,-98.2,pulses and nuts,"Beans (black, Veracruz)",565,KG,actual,Wholesale,MXN,9.5,0.9
2006-02-15,Puebla,San Andres Cholula,Puebla,2626,19.01,-98.2,pulses and nuts,"Beans (black, imported)",567,KG,actual,Wholesale,MXN,11,1.04
2006-02-15,Sinaloa,Culiacan,Culiacán,2629,24.8,-107.39,cereals and tubers,Maize (white),67,KG,actual,Wholesale,MXN,3,0.28
2006-02-15,Veracruz,Xico,Xalapa,2625,19.54,-96.93,cereals and tubers,Maize (white),67,KG,actual,Wholesale,MXN,2.05,0.19
2006-03-15,Distrito Federal,Cuauhtemoc,Mexico City,2627,19.41,-99.13,cereals and tubers,Maize (white),67,KG,actual,Wholesale,MXN,2.38,0.22
2006-03-15,Distrito Federal,Cuauhtemoc,Mexico City,2627,19.41,-99.13,cereals and tubers,"Rice (long grain, Sinaloa)",591,KG,actual,Wholesale,MXN,5.2,0.49
2006-03-15,Distrito Federal,Cuauhtemoc,Mexico City,2627,19.41,-99.13,cereals and tubers,"Rice (small grain, Morelos)",596,KG,actual,Wholesale,MXN,13.44,1.26
2006-03-15,Distrito Federal,Cuauhtemoc,Mexico City,2627,19.41,-99.13,pulses and nuts,"Beans (black, Veracruz)",565,KG,actual,Wholesale,MXN,9,0.85
2006-03-15,Distrito Federal,Cuauhtemoc,Mexico City,2627,19.41,-99.13,pulses and nuts,"Beans (black, Zacatecas)",566,KG,actual,Wholesale,MXN,7.64,0.72
2006-03-15,Distrito Federal,Cuauhtemoc,Mexico City,2627,19.41,-99.13,pulses and nuts,"Beans (black, imported)",567,KG,actual,Wholesale,MXN,11.08,1.04
2006-03-15,Jalisco,Guadalajara,Guadalajara,2628,20.68,-103.35,cereals and tubers,Maize (white),67,KG,actual,Wholesale,MXN,2,0.19
2006-03-15,Jalisco,Guadalajara,Guadalajara,2628,20.68,-103.35,cereals and tubers,"Rice (long grain, Sinaloa)",591,KG,actual,Wholesale,MXN,4.9,0.46
2006-03-15,Puebla,San Andres Cholula,Puebla,2626,19.01,-98.2,cereals and tubers,Maize (white),67,KG,actual,Wholesale,MXN,2.2,0.21
2006-03-15,Puebla,San Andres Cholula,Puebla,2626,19.01,-98.2,cereals and tubers,"Rice (small grain, Morelos)",596,KG,actual,Wholesale,MXN,14.4,1.35
2006-03-15,Puebla,San Andres Cholula,Puebla,2626,19.01,-98.2,pulses and nuts,"Beans (black, Veracruz)",565,KG,actual,Wholesale,MXN,9.5,0.89
2006-03-15,Puebla,San Andres Cholula,Puebla,2626,19.01,-98.2,pulses and nuts,"Beans (black, imported)",567,KG,actual,Wholesale,MXN,11.5,1.08
2006-03-15,Sinaloa,Culiacan,Culiacán,2629,24.8,-107.39,cereals and tubers,Maize (white),67,KG,actual,Wholesale,MXN,3,0.28
2006-03-15,Veracruz,Xico,Xalapa,2625,19.54,-96.93,pulses and nuts,"Beans (black, imported)",567,KG,actual,Wholesale,MXN,11,1.03
2006-04-15,Distrito Federal,Cuauhtemoc,Mexico City,2627,19.41,-99.13,cereals and tubers,Maize (white),67,KG,actual,Wholesale,MXN,2.4,0.22
2006-04-15,Distrito Federal,Cuauhtemoc,Mexico City,2627,19.41,-99.13,cereals and tubers,"Rice (long grain, Sinaloa)",591,KG,actual,Wholesale,MXN,5.2,0.47
2006-04-15,Distrito Federal,Cuauhtemoc,Mexico City,2627,19.41,-99.13,cereals and tubers,"Rice (small grain, Morelos)",596,KG,actual,Wholesale,MXN,13.1,1.18
2006-04-15,Distrito Federal,Cuauhtemoc,Mexico City,2627,19.41,-99.13,pulses and nuts,"Beans (black, Veracruz)",565,KG,actual,Wholesale,MXN,9,0.81
2006-04-15,Jalisco,Guadalajara,Guadalajara,2628,20.68,-103.35,cereals and tubers,Maize (white),67,KG,actual,Wholesale,MXN,2.3,0.21
2006-04-15,Jalisco,Guadalajara,Guadalajara,2628,20.68,-103.35,cereals and tubers,"Rice (long grain, Sinaloa)",591,KG,actual,Wholesale,MXN,5,0.45
2006-04-15,Puebla,San Andres Cholula,Puebla,2626,19.01,-98.2,cereals and tubers,Maize (white),67,KG,actual,Wholesale,MXN,2.2,0.2
2006-04-15,Puebla,San Andres Cholula,Puebla,2626,19.01,-98.2,pulses and nuts,"Beans (black, Veracruz)",565,KG,actual,Wholesale,MXN,9.5,0.86
2006-04-15,Puebla,San Andres Cholula,Puebla,2626,19.01,-98.2,pulses and nuts,"Beans (black, imported)",567,KG,actual,Wholesale,MXN,11.62,1.05
2006-04-15,Sinaloa,Culiacan,Culiacán,2629,24.8,-107.39,cereals and tubers,Maize (white),67,KG,actual,Wholesale,MXN,3,0.27
2006-04-15,Veracruz,Xico,Xalapa,2625,19.54,-96.93,cereals and tubers,Maize (white),67,KG,actual,Wholesale,MXN,2.4,0.22
2006-04-15,Veracruz,Xico,Xalapa,2625,19.54,-96.93,pulses and nuts,"Beans (black, imported)",567,KG,actual,Wholesale,MXN,11.62,1.05
2006-05-15,Distrito Federal,Cuauhtemoc,Mexico City,2627,19.41,-99.13,cereals and tubers,Maize (white),67,KG,actual,Wholesale,MXN,2.64,0.24
2006-05-15,Distrito Federal,Cuauhtemoc,Mexico City,2627,19.41,-99.13,cereals and tubers,"Rice (long grain, Sinaloa)",591,KG,actual,Wholesale,MXN,5.22,0.47
2006-05-15,Distrito Federal,Cuauhtemoc,Mexico City,2627,19.41,-99.13,cereals and tubers,"Rice (small grain, Morelos)",596,KG,actual,Wholesale,MXN,13,1.17
2006-05-15,Distrito Federal,Cuauhtemoc,Mexico City,2627,19.41,-99.13,pulses and nuts,"Beans (black, Veracruz)",565,KG,actual,Wholesale,MXN,9.54,0.86
2006-05-15,Distrito Federal,Cuauhtemoc,Mexico City,2627,19.41,-99.13,pulses and nuts,"Beans (black, Zacatecas)",566,KG,actual,Wholesale,MXN,8.24,0.74
2006-05-15,Distrito Federal,Cuauhtemoc,Mexico City,2627,19.41,-99.13,pulses and nuts,"Beans (black, imported)",567,KG,actual,Wholesale,MXN,12.4,1.11
2006-05-15,Jalisco,Guadalajara,Guadalajara,2628,20.68,-103.35,cereals and tubers,Maize (white),67,KG,actual,Wholesale,MXN,2.24,0.2
2006-05-15,Jalisco,Guadalajara,Guadalajara,2628,20.68,-103.35,cereals and tubers,"Rice (long grain, Sinaloa)",591,KG,actual,Wholesale,MXN,5.04,0.45
2006-05-15,Puebla,San Andres Cholula,Puebla,2626,19.01,-98.2,cereals and tubers,"Rice (small grain, Morelos)",596,KG,actual,Wholesale,MXN,14.4,1.29
2006-05-15,Puebla,San Andres Cholula,Puebla,2626,19.01,-98.2,pulses and nuts,"Beans (black, Veracruz)",565,KG,actual,Wholesale,MXN,9.5,0.85
2006-05-15,Puebla,San Andres Cholula,Puebla,2626,19.01,-98.2,pulses and nuts,"Beans (black, imported)",567,KG,actual,Wholesale,MXN,12.4,1.11
